,termid,regNumb,Class,total_samples,start_time,end_time,Initial_level,End_level,Refuel_sum,total_dist,ig_perc,Fuel_cons,Newf_Fuel_cons,Total_time,lph,Median_lph,lp_100,Median_lp100
21,1204000480,EXNP-2204,low_movement,19,2023-07-17 18:30:12,2023-07-17 18:54:15,1237.8,1177.0,0.0,83.5208624636432,1.0,60.799999999999955,60.799999999999955,24.05,151.68399168399156,24.88197214411822,72796.18314102817,26607.78888115968
22,1204000480,EXNP-2204,low_movement,103,2023-07-17 18:56:15,2023-07-17 23:02:26,1206.7,1131.9,0.0,119.32566619825641,0.5214559129675643,74.79999999999995,74.79999999999995,246.18333333333337,18.230316160043316,24.88197214411822,62685.591778487746,26607.78888115968
23,1204000480,EXNP-2204,low_movement,274,2023-07-17 23:03:57,2023-07-18 06:21:23,1087.8,716.2,0.0,94.55538208767891,0.8534381288681322,371.5999999999999,371.5999999999999,437.43333333333334,50.97005257944066,24.88197214411822,392997.19571269274,26607.78888115968
24,1204000480,EXNP-2204,low_movement,197,2023-07-18 06:24:46,2023-07-18 11:51:10,716.2,457.8,0.0,100.09174593962635,0.7733360287057159,258.40000000000003,258.40000000000003,326.4,47.500000000000014,24.88197214411822,258163.14579612043,26607.78888115968
25,1204000480,EXNP-2204,low_movement,37,2023-07-18 11:52:40,2023-07-18 13:02:20,460.5,409.4,0.0,96.21453323752425,0.6875878220140516,51.10000000000002,51.10000000000002,69.66666666666667,44.009569377990445,24.88197214411822,53110.47955078653,26607.78888115968
26,1204000480,EXNP-2204,low_movement,25,2023-07-18 13:03:50,2023-07-18 13:35:54,406.7,375.0,0.0,92.88772124870951,1.0,31.69999999999999,31.69999999999999,32.06666666666667,59.313929313929286,24.88197214411822,34127.2232474326,26607.78888115968
27,1204000480,EXNP-2204,low_movement,3,2023-07-18 13:36:54,2023-07-18 13:39:25,363.1,396.0,0.0,87.57024514225688,1.0,-32.89999999999998,-32.89999999999998,2.5166666666666666,-784.3708609271517,24.88197214411822,-37569.838872272536,26607.78888115968
28,1204000480,EXNP-2204,low_movement,16,2023-07-18 13:40:54,2023-07-18 15:00:54,396.0,376.3,0.0,108.04261783405173,0.10554305583964001,19.69999999999999,19.69999999999999,80.0,14.774999999999991,24.88197214411822,18233.545609065342,26607.78888115968
29,1204000480,EXNP-2204,low_movement,3,2023-07-18 15:02:24,2023-07-18 15:04:54,363.1,375.0,0.0,113.83269674865136,1.0,-11.899999999999977,-11.899999999999977,2.5,-285.59999999999945,24.88197214411822,-10453.938402492397,26607.78888115968
30,1204000480,EXNP-2204,low_movement,10,2023-07-18 15:05:55,2023-07-18 15:18:56,329.7,353.9,0.0,97.165815551418,1.0,-24.19999999999999,-24.19999999999999,13.016666666666667,-111.54929577464783,24.88197214411822,-24905.878536257314,26607.78888115968
31,1204000480,EXNP-2204,low_movement,7,2023-07-18 15:19:56,2023-07-18 15:28:56,367.1,371.0,0.0,102.32780678886421,1.0,-3.8999999999999773,-3.8999999999999773,9.0,-25.999999999999847,24.88197214411822,-3811.2807480052365,26607.78888115968
32,1204000480,EXNP-2204,low_movement,10,2023-07-18 15:29:57,2023-07-18 15:50:06,345.9,1323.6,946.1,105.77372503970653,0.8031496062992127,-977.6999999999999,-31.59999999999991,20.15,-2911.2655086848636,24.88197214411822,-924331.6330525185,26607.78888115968
33,1204000480,EXNP-2204,low_movement,76,2023-07-18 15:51:05,2023-07-18 17:43:05,1343.4,1229.7,0.0,97.19580986353898,0.8315385750110637,113.70000000000005,113.70000000000005,112.0,60.91071428571431,24.88197214411822,116980.35147773616,26607.78888115968
34,1204000480,EXNP-2204,low_movement,188,2023-07-18 17:44:18,2023-07-19 01:24:26,1204.0,1004.1,0.0,95.3340630871333,0.46291680213865105,199.89999999999998,199.89999999999998,460.1333333333333,26.066357577513763,24.88197214411822,209683.70960681245,26607.78888115968
35,1204000480,EXNP-2204,low_movement,2,2023-07-19 01:25:26,2023-07-19 01:26:27,1015.2,1006.9,0.0,74.14133837414536,1.0,8.300000000000068,8.300000000000068,1.0166666666666668,489.8360655737744,24.88197214411822,11194.834328610463,26607.78888115968
36,1204000480,EXNP-2204,low_movement,6,2023-07-19 01:27:57,2023-07-19 01:34:27,998.6,981.0,0.0,131.90746182898536,1.0,17.600000000000023,17.600000000000023,6.5,162.46153846153868,24.88197214411822,13342.68718081921,26607.78888115968
37,1204000480,EXNP-2204,low_movement,20,2023-07-19 01:35:58,2023-07-19 02:20:32,981.0,1009.7,0.0,100.77070200686596,0.728390596745027,-28.700000000000045,-28.700000000000045,44.56666666666667,-38.63874345549744,24.88197214411822,-28480.50021329075,26607.78888115968
38,1204000480,EXNP-2204,low_movement,4,2023-07-19 02:22:02,2023-07-19 02:26:02,925.7,970.2,0.0,83.14595411136452,1.0,-44.5,-44.5,4.000000000000001,-667.4999999999999,24.88197214411822,-53520.343203227094,26607.78888115968
39,1204000480,EXNP-2204,low_movement,118,2023-07-19 02:27:02,2023-07-19 05:07:07,963.5,768.4,0.0,115.19841744441766,1.0,195.10000000000002,195.10000000000002,160.08333333333334,73.12441436751692,24.88197214411822,169359.96546491992,26607.78888115968
40,1204000480,EXNP-2204,low_movement,153,2023-07-19 05:09:08,2023-07-19 10:46:17,759.2,567.5,0.0,95.19567474340805,0.5332678132678133,191.70000000000005,191.70000000000005,337.15,34.11537891146375,24.88197214411822,201374.69534903904,26607.78888115968
41,1204000480,EXNP-2204,low_movement,229,2023-07-19 10:47:48,2023-07-19 17:07:46,570.2,1168.9,898.1,107.91727647777549,0.8060640482327756,-598.7,299.4,379.96666666666664,-94.53987191858937,24.88197214411822,-554776.7878698241,26607.78888115968
42,1204000480,EXNP-2204,low_movement,296,2023-07-19 17:08:46,2023-07-20 05:30:17,1145.8,797.3,0.0,97.98670135710981,0.48517429462862793,348.5,348.5,741.5166666666667,28.198961587736846,24.88197214411822,355660.5081845764,26607.78888115968
43,1204000480,EXNP-2204,low_movement,25,2023-07-20 05:31:47,2023-07-20 06:57:24,802.7,769.7,0.0,100.78784129063416,0.20317581786875838,33.0,33.0,85.61666666666666,23.126338329764454,24.88197214411822,32742.044652827153,26607.78888115968
44,1204000480,EXNP-2204,low_movement,86,2023-07-20 06:59:25,2023-07-20 09:59:29,776.3,654.0,0.0,94.94788697845273,0.5431578947368421,122.29999999999995,122.29999999999995,180.06666666666666,40.7515734912995,24.88197214411822,128807.50050578214,26607.78888115968
45,1204000480,EXNP-2204,low_movement,162,2023-07-20 10:01:00,2023-07-20 14:43:13,670.2,518.9,0.0,100.84612179697646,0.7326127819548872,151.30000000000007,151.30000000000007,282.21666666666664,32.166774936514514,24.88197214411822,150030.55874037222,26607.78888115968
46,1204000480,EXNP-2204,low_movement,4,2023-07-20 14:44:43,2023-07-20 14:48:43,509.4,529.7,0.0,98.17151731104329,1.0,-20.300000000000068,-20.300000000000068,4.000000000000001,-304.50000000000097,24.88197214411822,-20678.095394698077,26607.78888115968
47,1204000480,EXNP-2204,low_movement,94,2023-07-20 14:49:44,2023-07-20 17:23:28,536.4,1252.7,945.8,101.85603009024895,0.8995153473344101,-716.3000000000001,229.4999999999999,153.73333333333332,-279.5620121422377,24.88197214411822,-703247.5145215522,26607.78888115968
48,1204000480,EXNP-2204,low_movement,47,2023-07-20 17:24:58,2023-07-20 19:11:23,1254.1,1221.6,0.0,92.9423104136577,0.6067953667953668,32.5,32.5,106.41666666666667,18.324197337509787,24.88197214411822,34967.92779881679,26607.78888115968
49,1204000480,EXNP-2204,low_movement,45,2023-07-20 19:13:23,2023-07-20 20:42:06,1209.4,1179.7,0.0,95.35873749062499,0.6823442954253169,29.700000000000045,29.700000000000045,88.71666666666667,20.086417433777978,24.88197214411822,31145.546576599696,26607.78888115968
50,1204000480,EXNP-2204,low_movement,18,2023-07-20 20:43:36,2023-07-20 21:08:38,1177.0,1141.6,0.0,107.72087424014347,1.0,35.40000000000009,35.40000000000009,25.033333333333335,84.84687083888171,24.88197214411822,32862.711382273446,26607.78888115968
51,1204000480,EXNP-2204,low_movement,11,2023-07-20 21:10:39,2023-07-20 21:25:10,1134.7,1118.0,0.0,109.84232028561537,1.0,16.700000000000045,16.700000000000045,14.516666666666667,69.02411021814025,24.88197214411822,15203.611828825351,26607.78888115968
52,1204000480,EXNP-2204,low_movement,30,2023-07-20 21:27:11,2023-07-20 23:16:25,1130.5,1113.8,0.0,98.6266512667524,0.2701123595505618,16.700000000000045,16.700000000000045,109.23333333333333,9.173024107415344,24.88197214411822,16932.542862914488,26607.78888115968
53,1204000480,EXNP-2204,low_movement,5,2023-07-20 23:17:25,2023-07-20 23:21:25,1095.9,1123.6,0.0,84.1304139291483,1.0,-27.699999999999818,-27.699999999999818,4.000000000000001,-415.49999999999716,24.88197214411822,-32925.072760640156,26607.78888115968
54,1204000480,EXNP-2204,low_movement,43,2023-07-20 23:22:25,2023-07-21 00:11:31,1120.8,1048.6,0.0,111.36246950073493,1.0,72.20000000000005,72.20000000000005,49.1,88.2281059063137,24.88197214411822,64833.33238180711,26607.78888115968
55,1204000480,EXNP-2204,low_movement,326,2023-07-21 00:13:30,2023-07-21 11:47:06,1045.8,682.4,0.0,101.52189469431174,0.5760153348508446,363.4,363.4,693.6,31.435986159169545,24.88197214411822,357952.3422944561,26607.78888115968
56,1204000480,EXNP-2204,low_movement,211,2023-07-21 11:50:07,2023-07-21 21:56:08,682.4,1221.6,693.5,92.67715568760967,0.4214602375348913,-539.1999999999999,154.30000000000007,606.0166666666667,-53.38467038860317,24.88197214411822,-581804.6486207469,26607.78888115968
